,zipcode,name,population,median_income,White,African American,gini_index,labor_participation,unemployment,poverty_rate
832,44700,"Stockton-Lodi, CA Metro Area",724153,57813,404806,50433,0.4550,60.3,7.8,13.6
833,44740,"Storm Lake, IA Micro Area",20369,52784,15899,543,0.4385,71.5,5.8,9.6
834,44780,"Sturgis, MI Micro Area",60890,47856,55338,1538,0.4152,61.5,2.4,11.9
835,44860,"Sulphur Springs, TX Micro Area",35929,47832,30172,2422,0.4533,58.9,3.9,14.9
836,44900,"Summerville, GA Micro Area",24880,35718,21638,2566,0.4582,48.7,6.8,16.1
837,44920,"Summit Park, UT Micro Area",39731,94952,37725,265,0.4924,72.5,1.7,5.6
838,44940,"Sumter, SC Metro Area",107379,41946,51823,50480,0.4512,60.1,8.1,16.2
839,44980,"Sunbury, PA Micro Area",93038,44534,88534,2529,0.4302,57.0,6.1,9.9
840,45000,"Susanville, CA Micro Area",31470,54083,25615,2748,0.4312,36.4,4.5,10.6
841,45020,"Sweetwater, TX Micro Area",14990,42019,13120,754,0.4734,58.4,4.8,12.8
842,45060,"Syracuse, NY Metro Area",659262,56305,556104,55155,0.4545,62.1,5.3,10.4
843,45140,"Tahlequah, OK Micro Area",48404,39187,24864,672,0.4578,54.6,7.4,14.5
844,45180,"Talladega-Sylacauga, AL Micro Area",91843,38591,59145,29644,0.4529,52.0,7.4,14.5
845,45220,"Tallahassee, FL Metro Area",377674,48618,231133,124455,0.4752,62.4,5.8,10.5
846,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2978209,50567,2335632,357666,0.4766,59.7,5.7,10.3
847,45340,"Taos, NM Micro Area",32809,35314,26895,162,0.4906,55.8,5.0,15.0
848,45380,"Taylorville, IL Micro Area",33562,50668,32412,559,0.4218,57.4,2.6,9.8
849,45460,"Terre Haute, IN Metro Area",170642,44120,154689,7622,0.4467,57.6,5.4,12.8
850,45500,"Texarkana, TX-AR Metro Area",149889,43753,104984,36161,0.4834,54.6,6.0,15.2
851,45520,"The Dalles, OR Micro Area",25687,48510,22448,150,0.4201,58.6,5.6,10.0
852,45540,"The Villages, FL Metro Area",116754,54771,103550,8820,0.4338,23.4,4.3,5.5
853,45580,"Thomaston, GA Micro Area",26241,35375,18300,7470,0.4731,53.2,6.5,17.9
854,45620,"Thomasville, GA Micro Area",44909,41336,26958,16096,0.4909,58.7,6.5,15.5
855,45660,"Tiffin, OH Micro Area",55549,49153,52110,1473,0.4259,61.5,5.6,11.4
856,45700,"Tifton, GA Micro Area",40531,38728,25782,11932,0.4839,56.1,3.1,22.0
857,45740,"Toccoa, GA Micro Area",25625,39756,21528,3006,0.4894,55.8,9.5,11.6
858,45780,"Toledo, OH Metro Area",605204,48284,473066,86170,0.4775,64.1,5.8,12.9
859,45820,"Topeka, KS Metro Area",233382,55194,199446,14432,0.4222,64.0,4.2,8.2
860,45860,"Torrington, CT Micro Area",184454,76438,171607,3560,0.4412,67.9,5.2,4.0
861,45900,"Traverse City, MI Micro Area",147606,55926,139880,1347,0.4471,61.1,5.4,6.5
862,45940,"Trenton, NJ Metro Area",373362,77027,236826,76559,0.4966,64.9,6.2,8.2
863,45980,"Troy, AL Micro Area",33287,35684,18995,12648,0.5169,57.2,6.8,16.7
864,46020,"Truckee-Grass Valley, CA Micro Area",98838,60610,91016,582,0.4639,54.5,4.9,7.0
865,46060,"Tucson, AZ Metro Area",1007257,48676,774499,34872,0.4725,58.8,6.5,12.8
866,46100,"Tullahoma-Manchester, TN Micro Area",101773,47082,92411,3331,0.4649,57.2,4.1,10.9
867,46140,"Tulsa, OK Metro Area",977869,52210,698596,77729,0.4671,64.4,4.5,11.2
868,46180,"Tupelo, MS Micro Area",139354,43759,103800,31042,0.4579,60.6,4.8,13.7
869,46220,"Tuscaloosa, AL Metro Area",239589,48344,149514,80956,0.4675,57.3,5.1,12.5
870,46300,"Twin Falls, ID Micro Area",105287,48403,98094,556,0.4160,65.6,3.5,11.0
871,46340,"Tyler, TX Metro Area",222277,50742,170917,39138,0.4667,60.8,4.6,11.1
872,46380,"Ukiah, CA Micro Area",87497,46528,72378,620,0.4942,58.4,7.3,13.8
873,46460,"Union City, TN-KY Micro Area",36918,36442,30584,4697,0.4603,54.1,7.2,18.7
874,46500,"Urbana, OH Micro Area",39005,54495,36849,613,0.3862,62.5,4.5,8.3
875,46520,"Urban Honolulu, HI Metro Area",990060,80078,209222,23248,0.4299,66.1,4.2,5.9
876,46540,"Utica-Rome, NY Metro Area",295267,50814,259258,15422,0.4480,58.8,5.3,11.6
877,46620,"Uvalde, TX Micro Area",27015,40781,24032,62,0.4392,60.1,3.5,14.9
878,46660,"Valdosta, GA Metro Area",143969,38448,86212,49313,0.4992,58.9,7.9,19.2
879,46700,"Vallejo-Fairfield, CA Metro Area",434981,72950,229351,61752,0.4267,63.0,6.4,8.6
880,46740,"Valley, AL Micro Area",33895,37342,19552,13335,0.4592,56.6,5.1,14.0
881,46780,"Van Wert, OH Micro Area",28262,50974,27254,339,0.4170,63.6,3.4,8.3
882,46820,"Vermillion, SD Micro Area",13907,41773,12473,221,0.5062,69.6,6.5,11.0
883,46860,"Vernal, UT Micro Area",36343,67012,32103,189,0.4292,63.8,3.6,8.6
884,46900,"Vernon, TX Micro Area",12972,43913,10533,1092,0.4163,65.1,1.6,11.2
885,46980,"Vicksburg, MS Micro Area",56616,38506,23906,31765,0.4709,53.9,6.3,22.1
886,47020,"Victoria, TX Metro Area",99028,55837,85660,6103,0.4555,63.3,2.6,10.9
887,47080,"Vidalia, GA Micro Area",36122,37279,23106,9277,0.5074,55.9,3.6,16.8
888,47180,"Vincennes, IN Micro Area",37763,44837,35557,1188,0.4257,63.0,2.5,11.8
889,47220,"Vineland-Bridgeton, NJ Metro Area",154952,50000,102628,29732,0.4510,56.4,7.2,14.3
890,47240,"Vineyard Haven, MA Micro Area",17275,67535,15224,672,0.5096,65.8,1.8,3.5
891,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1717708,61889,1022949,525663,0.4355,67.0,5.5,9.0
892,47300,"Visalia-Porterville, CA Metro Area",458809,44871,361911,7177,0.4682,58.6,5.8,23.0
893,47340,"Wabash, IN Micro Area",31848,49052,30493,279,0.4038,61.5,5.1,10.0
894,47380,"Waco, TX Metro Area",263009,45721,202065,39759,0.4775,60.8,4.0,13.6
895,47420,"Wahpeton, ND-MN Micro Area",22731,58051,21231,111,0.4073,67.5,1.5,5.5
896,47460,"Walla Walla, WA Metro Area",63861,52184,54483,927,0.4574,58.1,5.2,9.0
897,47540,"Wapakoneta, OH Micro Area",45778,59516,44405,163,0.3944,67.0,3.8,7.2
898,47580,"Warner Robins, GA Metro Area",188764,52997,113167,60917,0.4424,61.3,5.6,13.8
899,47620,"Warren, PA Micro Area",40345,45781,39488,185,0.4360,57.8,4.0,9.5
900,47660,"Warrensburg, MO Micro Area",53941,50689,48064,2445,0.4029,66.8,5.9,7.9
901,47700,"Warsaw, IN Micro Area",78720,57190,73942,637,0.4202,65.1,3.9,8.0
902,47780,"Washington, IN Micro Area",32777,48355,31215,603,0.4232,62.0,1.8,8.7
903,47820,"Washington, NC Micro Area",47316,41101,33684,12526,0.4726,54.2,6.6,14.3
904,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6090196,97148,3322625,1547874,0.4424,71.7,5.4,5.6
905,47920,"Washington Court House, OH Micro Area",28659,44289,26941,567,0.4418,59.3,3.7,13.5
906,47940,"Waterloo-Cedar Falls, IA Metro Area",170055,53689,148539,12129,0.4507,67.6,4.2,8.4
907,47980,"Watertown, SD Micro Area",27963,52025,26488,141,0.4384,72.5,1.2,7.2
908,48020,"Watertown-Fort Atkinson, WI Micro Area",84586,59215,79739,735,0.4026,68.9,3.9,6.5
909,48060,"Watertown-Fort Drum, NY Metro Area",116567,50322,100401,6753,0.4196,65.0,5.9,10.4
910,48100,"Wauchula, FL Micro Area",27326,39063,22175,2206,0.4772,52.1,5.9,19.2
911,48140,"Wausau, WI Metro Area",135293,56509,123418,936,0.4410,68.7,3.0,6.9
912,48180,"Waycross, GA Micro Area",54829,37897,39928,12306,0.4739,50.8,5.5,18.8
913,48220,"Weatherford, OK Micro Area",29169,48520,23690,891,0.4471,63.3,1.7,11.2
914,48260,"Weirton-Steubenville, WV-OH Metro Area",120337,44576,112380,4870,0.4363,55.5,6.1,10.9
915,48300,"Wenatchee, WA Metro Area",115723,55236,95973,493,0.4319,61.3,4.1,9.6
916,48460,"West Plains, MO Micro Area",40139,34984,38497,130,0.4659,55.0,4.4,18.2
917,48500,"West Point, MS Micro Area",19990,34118,7948,11799,0.4701,55.0,9.0,22.9
918,48540,"Wheeling, WV-OH Metro Area",143801,45625,135530,4882,0.4676,55.5,4.7,9.4
919,48580,"Whitewater-Elkhorn, WI Micro Area",102917,58401,96362,1172,0.4328,67.9,3.0,7.2
920,48620,"Wichita, KS Metro Area",642339,53953,527374,48552,0.4468,66.3,4.6,10.1
921,48660,"Wichita Falls, TX Metro Area",150940,46558,121303,13754,0.4587,61.2,3.8,14.1
922,48700,"Williamsport, PA Metro Area",115398,50634,106211,5711,0.4285,60.9,4.3,9.5
923,48780,"Williston, ND Micro Area",32916,89874,28040,1130,0.4475,72.8,2.5,7.4
924,48820,"Willmar, MN Micro Area",42577,56604,37521,1846,0.4315,67.5,1.6,7.9
925,48900,"Wilmington, NC Metro Area",277496,51137,222052,40274,0.4901,62.7,5.8,10.9
926,48940,"Wilmington, OH Micro Area",41869,49997,39428,901,0.4416,62.4,7.6,11.2
927,48980,"Wilson, NC Micro Area",81379,42095,41379,32307,0.4557,59.6,5.0,15.6
928,49020,"Winchester, VA-WV Metro Area",134712,60350,121282,6353,0.4202,63.4,3.4,5.8
929,49080,"Winnemucca, NV Micro Area",17088,69324,15063,110,0.3649,70.1,7.8,5.4
930,49100,"Winona, MN Micro Area",50992,53975,47759,750,0.4377,70.6,4.4,6.9
931,49180,"Winston-Salem, NC Metro Area",658195,47099,500332,116487,0.4765,60.9,5.5,12.7
932,49220,"Wisconsin Rapids-Marshfield, WI Micro Area",73427,51603,69364,484,0.4298,64.7,4.2,7.6
933,49260,"Woodward, OK Micro Area",21140,57602,18837,176,0.4365,60.1,4.2,8.3
934,49300,"Wooster, OH Micro Area",115915,54037,110182,1610,0.4203,64.0,3.6,9.4
935,49340,"Worcester, MA-CT Metro Area",934923,68311,794817,42175,0.4511,66.6,5.3,7.5
936,49380,"Worthington, MN Micro Area",21854,53267,17069,948,0.4387,68.1,3.7,12.6
937,49420,"Yakima, WA Metro Area",248279,47470,193584,2410,0.4435,62.1,4.4,14.6
938,49460,"Yankton, SD Micro Area",22660,50029,20940,424,0.4957,63.5,2.0,8.0
939,49620,"York-Hanover, PA Metro Area",442216,61707,393265,25093,0.4156,66.2,3.8,7.3
940,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",548821,44947,469551,58835,0.4532,57.7,6.1,12.6
941,49700,"Yuba City, CA Metro Area",170227,53101,121812,4454,0.4403,58.7,7.2,14.8
942,49740,"Yuma, AZ Metro Area",204281,43253,149306,4267,0.4443,55.6,6.4,16.9
943,49780,"Zanesville, OH Micro Area",85933,43325,79157,2673,0.4381,59.6,4.7,12.9
944,49820,"Zapata, TX Micro Area",14415,34550,13681,122,0.5308,58.8,2.1,25.5
